cgpa,easySolved,mediumSolved,hardSolved,contestRating,projectsCount,internshipsCount,certifications,branch,semester,communityActivityScore,placed,packageBand
7.87,122,126,26,1090.0,5,3,4,CIVIL,6,78,True,high
10.0,22,40,25,1651.0,1,2,3,CIVIL,8,34,True,high
9.73,27,157,27,1296.0,3,0,5,CSE,7,47,True,high
7.53,191,56,12,1830.0,1,3,3,MECH,7,98,True,high
8.87,122,176,11,1311.0,3,0,5,ECE,6,32,True,high
8.51,238,47,43,1347.0,4,2,2,EEE,7,55,True,high
9.31,180,71,27,1195.0,2,2,1,CSE,7,40,True,high
6.74,304,176,1,1275.0,1,2,4,EEE,5,53,True,high
8.55,198,174,36,1209.0,1,0,5,CSE,8,43,True,high
8.96,88,55,33,1694.0,6,3,5,CSE,6,81,True,high
5.87,155,64,22,1067.0,0,2,3,EEE,6,80,True,low
6.5,191,11,44,1601.0,4,2,4,CSE,6,71,True,high
5.56,295,68,28,1607.0,0,2,5,CSE,5,83,True,high
7.5,259,133,34,1744.0,4,1,2,CSE,7,10,True,high
8.59,323,88,10,1411.0,4,1,0,MECH,6,93,True,high
9.45,205,192,47,1143.0,7,3,5,CSE,8,90,True,high
7.88,332,24,32,1357.0,5,0,3,MECH,6,13,False,none
9.59,80,0,10,1549.0,5,2,2,EEE,6,41,True,high
6.28,257,159,8,1421.0,5,2,4,EEE,7,78,True,high
5.93,155,130,13,1492.0,3,0,5,ECE,7,11,True,mid
7.74,115,48,8,1741.0,6,0,2,EEE,6,83,True,high
8.22,272,146,38,1546.0,0,3,2,CSE,8,16,True,high
7.76,305,59,47,1450.0,2,0,2,CSE,7,89,True,high
5.53,79,156,2,939.0,4,2,2,EEE,5,77,False,none
7.7,202,177,28,1204.0,4,3,2,IT,6,24,True,high
6.37,77,1,18,1299.0,6,1,2,CSE,6,25,True,mid
8.54,314,72,35,906.0,1,3,1,ECE,8,46,True,high
8.2,61,183,31,1123.0,3,3,4,IT,6,24,True,high
6.77,294,144,6,1333.0,2,3,0,CIVIL,6,88,True,high
7.23,343,187,27,1374.0,5,0,4,CSE,5,59,True,high
6.63,18,109,43,1526.0,4,2,3,ECE,6,59,True,high
7.73,260,163,17,1349.0,1,0,3,CSE,7,26,True,high
8.85,341,60,4,1462.0,0,2,4,MECH,7,42,True,high
6.72,307,16,22,1296.0,4,0,2,CSE,5,75,True,high
8.35,193,48,21,1411.0,1,3,1,MECH,5,19,True,high
7.22,188,75,25,1513.0,0,2,0,IT,6,62,True,high
6.93,207,187,41,1768.0,3,0,5,IT,7,79,True,high
7.68,137,147,11,1271.0,5,3,5,CIVIL,8,24,True,high
6.66,29,177,39,1436.0,6,1,2,CSE,5,26,True,high
7.19,337,130,18,1617.0,0,0,4,CSE,6,51,True,high
6.48,74,42,46,1040.0,4,0,5,EEE,6,81,True,mid
9.96,191,56,0,1899.0,7,1,4,ECE,8,9,True,high
7.84,250,49,2,1695.0,7,0,1,CSE,7,49,True,high
7.03,33,195,26,972.0,2,1,1,CSE,6,29,True,mid
8.04,92,177,17,1493.0,0,2,4,IT,6,0,True,high
7.68,328,36,49,1259.0,2,1,2,CIVIL,6,53,True,high
7.56,194,45,29,1301.0,2,3,2,CSE,7,3,False,none
8.48,325,169,1,1488.0,0,1,2,CSE,5,86,True,high
8.63,108,14,4,1663.0,6,2,5,ECE,6,6,True,high
7.22,71,160,28,1284.0,6,1,0,CIVIL,7,29,True,high
7.17,295,79,32,1287.0,7,1,0,ECE,6,89,True,high
7.5,31,138,41,1493.0,3,2,2,IT,7,64,True,high
5.5,221,147,19,1543.0,6,0,4,MECH,6,28,True,high
6.13,135,23,29,1148.0,0,0,1,IT,7,24,False,none
9.3,51,124,41,1831.0,7,3,3,EEE,5,39,True,high
9.61,107,191,4,1239.0,6,3,1,CIVIL,8,25,True,high
7.53,40,117,49,1641.0,1,1,1,MECH,5,16,True,high
8.43,167,79,20,1513.0,5,0,3,CSE,5,30,True,high
8.14,121,93,14,1552.0,2,0,2,CSE,8,60,True,high
10.0,256,64,19,1244.0,5,1,1,CIVIL,8,7,True,high
9.03,131,87,7,969.0,7,2,3,CSE,5,68,True,high
7.66,282,87,48,1395.0,4,0,5,ECE,8,0,True,high
6.75,303,144,30,1396.0,2,3,4,MECH,6,78,True,high
6.03,216,125,11,1160.0,7,1,4,MECH,7,99,True,high
8.02,119,88,20,1629.0,4,2,4,CSE,5,70,True,high
6.97,287,60,29,1387.0,1,3,2,ECE,6,45,True,high
6.24,65,14,26,1198.0,1,0,1,ECE,6,90,False,none
7.09,66,93,43,1546.0,5,2,1,CSE,7,98,True,high
6.61,300,50,25,1553.0,1,3,0,IT,7,90,True,high
9.66,123,26,32,1221.0,7,1,4,EEE,6,19,True,high
8.77,317,73,25,1708.0,7,2,2,IT,8,81,True,high
7.79,207,60,25,1961.0,0,2,3,CSE,5,39,True,high
9.43,330,185,35,1127.0,2,1,2,CSE,5,1,True,high
7.89,188,30,39,1354.0,4,0,1,MECH,7,93,True,high
6.85,228,11,0,1484.0,6,0,4,ECE,5,60,True,high
9.48,286,45,14,1970.0,5,2,0,CSE,6,93,True,high
8.39,25,158,49,1217.0,5,2,5,IT,6,70,True,high
6.66,70,31,0,1165.0,1,2,2,CIVIL,6,76,True,mid
7.59,63,159,10,1163.0,1,3,0,ECE,8,96,True,high
6.84,177,180,1,1705.0,7,2,1,ECE,6,29,True,high
6.28,35,60,0,1223.0,4,0,3,CSE,6,29,True,mid
8.82,345,45,30,1187.0,2,1,2,IT,6,86,True,high
9.9,74,84,43,1458.0,2,1,5,MECH,5,44,True,high
6.26,109,79,15,1477.0,7,1,1,CSE,6,23,True,high
8.42,83,134,21,1668.0,5,2,4,CSE,7,83,True,high
7.08,201,3,41,1423.0,4,2,2,MECH,7,91,True,high
7.26,180,51,17,1462.0,5,1,0,CSE,8,55,True,high
7.15,282,158,46,1374.0,7,3,2,IT,5,82,True,high
6.85,196,111,16,1074.0,6,3,1,IT,5,60,True,high
7.85,32,35,29,1350.0,3,3,1,CIVIL,8,12,True,high
6.89,190,181,9,1416.0,2,3,0,EEE,5,79,True,high
8.1,336,53,34,1289.0,4,0,5,ECE,8,55,True,high
7.74,117,118,20,1009.0,6,1,1,CSE,8,14,True,high
7.54,344,126,15,1116.0,4,0,2,EEE,8,10,True,mid
6.8,171,16,5,1390.0,5,2,5,CSE,6,11,True,high
7.17,311,74,2,1633.0,1,3,0,ECE,5,85,True,high
8.63,215,157,40,1821.0,7,3,1,CSE,7,88,True,high
8.35,87,104,42,1354.0,4,1,1,CSE,7,2,True,high
6.72,25,149,20,1221.0,5,3,2,CSE,5,23,True,high
7.91,336,116,12,1307.0,0,1,1,MECH,7,88,True,mid
8.63,105,42,17,1138.0,1,2,2,ECE,6,8,True,high
5.96,156,111,23,1597.0,1,3,4,CSE,6,91,True,high
8.4,11,114,26,1934.0,2,3,5,ECE,8,45,True,high
7.07,19,26,3,1227.0,3,0,2,CSE,5,93,True,mid
8.43,134,36,21,1102.0,2,1,3,CIVIL,6,70,True,high
6.96,90,45,23,1652.0,0,1,1,ECE,5,59,True,mid
5.81,149,112,39,1480.0,5,3,4,CSE,5,10,True,high
6.01,335,34,44,1484.0,7,0,5,CSE,5,9,True,high
7.85,159,131,9,1797.0,1,3,0,IT,6,2,True,high
8.09,297,79,1,1058.0,1,1,3,ECE,6,18,True,mid
6.81,349,79,39,1051.0,6,1,0,CSE,8,1,False,none
8.5,138,153,5,1360.0,4,3,3,ECE,8,16,True,high
5.97,248,120,47,1416.0,7,2,4,CSE,6,92,True,high
7.73,67,146,17,1311.0,3,3,5,CSE,5,1,True,high
6.47,207,121,16,2015.0,3,0,4,MECH,6,52,True,high
7.08,220,80,37,1322.0,4,1,4,CSE,7,15,True,mid
7.85,54,172,44,1262.0,7,1,3,MECH,7,9,True,high
6.85,106,153,22,1431.0,0,3,2,ECE,8,67,True,high
7.38,288,149,45,1643.0,3,2,5,CSE,5,42,True,high
8.91,32,118,29,1219.0,1,1,0,MECH,7,89,True,high
7.17,344,57,20,1363.0,0,3,2,CSE,7,57,True,high
8.72,53,62,9,1650.0,2,2,2,EEE,8,59,True,high
6.56,36,155,42,1664.0,7,3,1,MECH,7,23,True,high
8.38,291,192,12,1454.0,2,3,0,IT,6,75,True,high
9.39,106,171,11,2005.0,0,3,3,CSE,7,84,True,high
5.5,45,99,8,1895.0,1,1,1,CSE,8,15,True,mid
6.92,118,170,3,1048.0,6,2,1,ECE,6,99,True,high
8.43,64,164,38,977.0,2,0,4,CSE,5,98,True,high
7.58,201,65,23,1599.0,5,0,3,ECE,6,8,True,high
8.21,228,144,33,1741.0,1,1,2,CSE,6,5,True,high
7.14,194,167,38,1344.0,4,1,5,ECE,6,64,True,high
7.9,78,165,40,1274.0,3,3,2,CSE,8,77,True,high
7.63,326,84,4,1195.0,6,3,2,MECH,7,23,True,high
9.08,139,188,14,1108.0,6,2,4,MECH,7,9,True,high
8.08,64,136,49,1684.0,0,3,2,CSE,7,81,True,high
8.17,106,188,3,1305.0,3,2,0,MECH,8,72,True,high
7.35,345,143,38,1475.0,4,3,2,CSE,8,26,True,high
7.26,96,122,7,944.0,2,3,2,CSE,7,82,True,high
7.32,303,1,48,1651.0,6,0,0,CSE,6,99,True,high
8.23,128,105,44,1547.0,5,1,4,MECH,6,2,True,high
7.34,217,107,23,1064.0,1,2,1,ECE,6,37,True,high
8.12,343,71,27,1465.0,7,0,3,CSE,6,72,True,high
10.0,163,170,42,1401.0,6,3,4,IT,6,73,True,high
8.76,44,125,26,1287.0,6,0,2,CSE,7,72,True,high
7.44,88,169,0,800.0,1,2,1,IT,7,16,False,none
9.12,76,56,33,1235.0,4,1,3,CSE,6,47,True,high
7.35,43,80,16,1476.0,0,0,3,MECH,8,48,True,mid
5.56,106,194,36,1263.0,6,2,3,EEE,6,42,True,high
6.69,178,157,37,1345.0,6,3,0,CIVIL,7,83,True,high
5.74,178,140,25,1774.0,3,0,0,IT,7,6,True,high
7.41,160,18,23,1381.0,7,1,1,CIVIL,7,67,True,high
7.82,80,6,38,876.0,5,2,2,ECE,6,73,True,high
9.64,12,136,20,1354.0,2,1,1,MECH,7,20,True,high
8.16,323,53,29,1425.0,0,3,2,EEE,5,77,True,high
7.56,41,103,46,1194.0,7,1,4,CSE,7,24,True,high
8.71,296,85,47,1584.0,5,3,3,IT,6,80,True,high
5.5,91,81,12,1034.0,5,3,3,ECE,7,60,True,high
8.06,52,60,36,1366.0,4,0,0,CSE,6,27,True,high
8.65,114,86,2,1032.0,7,3,4,ECE,7,77,True,high
6.17,10,1,31,1326.0,4,1,5,EEE,6,51,True,mid
9.06,70,177,34,1577.0,1,0,4,ECE,8,12,True,high
8.17,279,30,18,1360.0,2,3,2,ECE,8,33,True,high
7.34,189,32,13,1345.0,0,2,4,CSE,6,66,True,mid
8.5,233,79,47,1407.0,1,2,0,EEE,6,3,True,high
10.0,15,10,21,1419.0,6,3,2,IT,7,43,True,high
8.0,112,160,16,1573.0,2,0,1,CSE,5,14,True,mid
8.07,19,127,3,1575.0,3,0,2,EEE,5,83,True,high
7.29,80,134,44,1755.0,3,0,1,CSE,5,7,False,none
6.87,99,127,39,1442.0,1,1,5,CSE,7,4,True,high
8.71,235,30,18,985.0,0,2,2,ECE,5,65,True,high
6.86,167,175,36,1614.0,2,3,3,CSE,6,91,True,high
7.88,237,125,1,1737.0,3,3,5,EEE,7,85,True,high
7.27,135,46,14,2015.0,3,2,1,EEE,5,72,True,high
8.33,218,180,1,1763.0,0,1,0,CSE,5,91,True,high
8.17,106,106,10,1277.0,7,0,5,ECE,8,45,True,high
8.94,83,18,44,1447.0,1,2,5,IT,7,64,True,high
7.24,124,80,22,1332.0,4,3,5,CSE,6,99,True,high
7.5,200,122,9,1298.0,6,1,1,ECE,5,65,True,high
6.72,179,133,2,1372.0,5,3,1,IT,7,25,True,high
7.31,316,106,4,1721.0,6,0,2,IT,6,30,True,high
8.22,213,48,2,1003.0,2,2,3,ECE,8,50,True,mid
8.63,65,72,37,1149.0,3,0,5,CSE,7,40,True,high
6.79,217,49,12,1705.0,5,1,2,CSE,8,50,True,high
8.76,50,80,41,1763.0,5,2,2,CSE,8,18,True,high
9.29,41,94,18,1235.0,4,0,3,EEE,6,94,True,high
8.25,24,11,39,1813.0,5,0,2,CSE,7,72,True,high
9.86,71,22,49,1644.0,0,0,3,CIVIL,8,2,True,mid
6.95,164,53,34,1333.0,1,1,0,ECE,7,37,True,mid
6.43,293,117,23,800.0,2,0,3,CSE,5,69,False,none
5.84,218,196,23,983.0,0,3,4,CSE,6,44,True,high
9.45,329,58,16,1235.0,1,2,3,ECE,5,70,True,high
8.52,196,163,39,1590.0,0,2,3,CSE,7,40,True,high
7.74,139,2,9,1591.0,3,0,4,MECH,7,24,True,high
8.11,136,57,1,1283.0,3,1,3,IT,8,88,False,none
6.56,301,182,43,1342.0,4,3,1,IT,7,49,True,high
10.0,123,56,22,1392.0,0,3,2,EEE,8,0,True,high
7.94,208,144,5,1345.0,6,2,2,CIVIL,6,53,True,high
7.92,22,166,1,1441.0,5,2,0,EEE,6,85,True,high
8.6,280,89,20,1392.0,3,3,0,ECE,8,83,True,high
8.33,98,195,34,981.0,7,2,4,EEE,7,12,True,high
8.05,224,54,48,1348.0,1,0,1,CSE,7,39,True,mid
6.93,287,44,28,1394.0,7,3,0,CSE,6,20,True,high
8.32,212,0,6,1647.0,7,2,2,MECH,7,86,True,high
9.87,83,20,28,1192.0,4,0,0,IT,8,40,True,high
9.28,34,20,36,1451.0,7,0,0,ECE,6,60,True,high
9.55,110,51,22,1541.0,7,3,3,ECE,7,32,True,high
7.24,185,81,32,1363.0,7,0,0,ECE,6,72,True,high
6.71,126,170,7,961.0,5,3,4,ECE,5,28,True,high
7.66,175,179,11,1653.0,2,0,2,ECE,7,54,True,high
7.86,50,66,45,1587.0,0,3,4,IT,5,31,True,high
9.0,129,112,47,1457.0,6,3,4,ECE,6,10,True,high
5.94,106,43,9,1410.0,7,3,5,CSE,7,51,True,high
9.48,154,159,14,955.0,7,3,1,MECH,7,35,True,high
7.63,225,9,23,1594.0,3,0,5,CSE,6,92,True,high
7.33,238,63,25,1772.0,6,3,5,EEE,8,30,True,high
6.69,322,68,46,1122.0,5,2,3,ECE,6,13,True,high
5.98,139,67,41,1736.0,1,0,4,EEE,8,62,True,mid
8.71,327,27,38,1683.0,0,3,1,CSE,7,51,True,high
7.88,146,180,2,1114.0,6,0,2,CSE,6,53,True,high
6.38,333,115,1,1301.0,1,0,2,CSE,5,49,False,none
6.38,346,50,5,1051.0,4,0,1,EEE,6,88,True,mid
7.43,282,180,20,1384.0,3,0,4,CSE,5,53,True,high
9.64,126,3,8,1512.0,3,3,4,ECE,7,89,True,high
7.51,315,78,9,1070.0,4,0,3,IT,6,85,True,mid
6.15,103,16,35,1496.0,1,2,3,CSE,6,72,True,mid
7.53,177,107,2,1560.0,6,0,5,MECH,7,96,True,high
7.5,212,194,40,1563.0,0,0,2,MECH,6,86,True,high
5.5,158,73,23,1514.0,1,2,3,CIVIL,7,98,True,high
7.74,192,174,21,1093.0,0,3,1,IT,5,83,True,high
7.55,161,183,48,1370.0,5,2,2,ECE,7,96,True,high
8.57,83,22,13,1488.0,7,1,4,EEE,7,34,True,high
9.83,283,17,41,1765.0,4,2,2,EEE,7,29,True,high
9.04,51,128,44,1401.0,2,3,0,CSE,5,54,True,high
7.5,221,34,43,1506.0,0,2,2,CSE,6,93,True,high
6.58,110,63,26,1167.0,3,0,3,CSE,5,85,True,high
10.0,54,185,32,1111.0,7,3,1,CSE,5,0,True,high
7.87,91,58,21,1079.0,5,1,4,MECH,5,14,True,high
7.82,26,0,28,1295.0,3,3,4,IT,7,24,True,high
7.77,82,130,18,1916.0,5,0,3,CIVIL,7,19,True,high
8.02,23,66,18,1299.0,3,1,3,CSE,8,70,True,high
7.64,166,36,5,1491.0,1,3,3,CSE,6,15,True,mid
7.17,232,28,44,1539.0,6,3,0,MECH,7,51,True,high
7.2,141,88,18,1127.0,1,0,1,CSE,8,86,False,none
7.76,347,160,12,1291.0,1,2,0,MECH,7,84,True,high
7.2,56,99,25,1556.0,6,2,3,MECH,7,64,True,high
7.02,116,188,21,1507.0,5,1,1,EEE,8,83,True,high
7.92,117,121,20,902.0,5,0,3,CSE,8,82,True,high
7.52,274,89,35,1549.0,6,0,1,CSE,6,69,True,high
9.45,214,131,1,1262.0,3,2,4,CSE,7,95,True,high
5.5,88,13,46,1269.0,0,2,0,ECE,6,0,False,none
9.0,164,160,43,1501.0,5,1,5,IT,7,93,True,high
9.17,280,149,29,1781.0,3,2,3,CSE,8,15,True,high
5.52,256,175,26,1350.0,0,1,3,CSE,6,26,True,mid
7.42,28,130,6,1695.0,6,3,2,EEE,8,17,True,high
7.39,35,84,19,1040.0,1,1,5,CSE,7,76,True,high
6.25,226,150,49,1433.0,5,1,4,CIVIL,6,43,True,high
6.94,163,195,30,1265.0,2,1,3,CSE,7,49,True,high
6.58,163,20,22,1471.0,1,3,0,IT,6,91,True,mid
9.73,183,170,12,1326.0,4,2,4,IT,5,73,True,high
8.83,101,25,16,1065.0,0,1,3,CIVIL,8,13,True,low
9.2,347,40,3,1178.0,2,2,0,CSE,6,51,False,none
8.59,190,121,13,989.0,1,1,2,CSE,7,92,True,high
6.56,140,37,19,1073.0,7,2,2,MECH,8,74,True,high
7.22,307,87,12,1520.0,5,1,0,MECH,8,49,True,high
8.34,284,10,2,1337.0,2,2,4,EEE,8,90,True,high
6.46,282,28,25,1458.0,3,0,0,ECE,7,16,False,none
8.58,85,59,25,1854.0,0,3,5,CSE,7,2,True,high
7.54,186,194,17,1326.0,4,1,0,IT,6,61,True,high
7.39,193,192,31,1559.0,3,3,2,CSE,6,94,True,high
8.58,328,60,13,1407.0,7,1,2,CSE,8,20,True,high
8.29,140,146,46,2091.0,2,0,2,CSE,7,32,True,high
7.4,58,173,2,800.0,1,0,5,MECH,5,0,False,none
9.08,64,176,0,1221.0,0,3,3,CSE,5,69,True,high
6.61,163,21,25,1564.0,5,1,5,ECE,8,55,True,high
8.48,209,77,23,1212.0,4,2,3,CSE,8,3,True,high
8.45,317,112,48,1542.0,1,1,5,CSE,6,21,True,high
7.46,127,184,34,1385.0,4,2,1,EEE,7,76,True,high
8.16,272,122,13,1616.0,5,3,3,CSE,6,57,True,high
6.42,55,141,2,1117.0,6,3,4,CSE,7,43,True,high
8.82,311,43,12,1443.0,0,0,4,ECE,7,56,True,high
7.6,198,143,46,1517.0,2,2,2,ECE,7,93,True,high
7.23,319,96,49,1433.0,4,1,5,CSE,6,39,True,high
8.95,327,76,13,1437.0,0,0,0,IT,6,89,True,high
7.03,138,139,20,1701.0,4,3,2,IT,6,55,True,high
6.25,58,54,25,980.0,1,0,0,ECE,8,62,False,none
6.09,34,50,2,1431.0,4,1,5,CSE,8,38,True,mid
8.47,275,101,39,1098.0,6,1,2,CSE,8,6,True,high
6.39,127,166,3,1589.0,1,3,2,CIVIL,8,13,True,high
9.73,153,160,35,1191.0,1,0,4,ECE,7,89,True,high
5.51,209,160,42,800.0,0,2,0,CSE,6,17,True,low
9.67,166,28,0,1595.0,3,2,1,CIVIL,7,54,True,high
8.03,143,68,39,1333.0,5,2,1,ECE,6,55,True,high
7.69,157,197,46,1489.0,4,1,2,ECE,6,87,True,high
7.2,345,158,32,1757.0,2,0,5,CSE,6,56,True,high
8.24,80,79,6,1493.0,7,2,2,CSE,6,57,True,high
7.76,242,30,10,1442.0,1,0,4,IT,7,24,False,none
9.01,343,111,26,1388.0,3,3,0,EEE,5,95,True,high
7.93,308,45,13,1113.0,1,2,2,CSE,5,69,True,mid
7.97,163,96,21,1346.0,3,0,5,ECE,7,79,True,high
7.4,99,51,15,1893.0,3,1,1,ECE,7,2,True,high
7.74,343,137,45,1306.0,2,3,0,CSE,7,20,True,high
8.14,208,73,11,1361.0,3,3,2,ECE,5,31,True,high
5.92,170,40,48,1714.0,2,3,0,EEE,6,1,True,high
6.32,35,76,45,1015.0,0,3,4,CSE,7,19,True,mid
8.62,130,130,9,1555.0,1,1,1,CSE,7,74,True,high
7.99,310,186,23,1003.0,2,1,5,CSE,5,17,True,high
7.6,221,113,45,1500.0,5,2,0,ECE,8,53,True,high
7.82,72,51,17,1394.0,6,1,1,ECE,6,74,True,high
8.18,77,161,21,1553.0,1,1,2,CSE,6,98,True,high
7.21,262,176,8,1147.0,6,3,5,EEE,6,35,True,high
6.94,11,155,16,1266.0,5,1,5,CSE,6,75,True,high
8.02,117,86,37,1566.0,4,3,3,EEE,8,60,True,high
6.72,295,108,39,1273.0,5,0,0,CSE,5,59,True,high
8.25,58,140,12,1589.0,0,0,1,ECE,6,94,True,mid
5.93,149,68,49,1452.0,4,0,0,EEE,6,35,True,mid
8.93,227,119,36,1289.0,4,0,2,EEE,6,93,True,high
8.32,53,66,5,1321.0,3,0,2,MECH,5,43,False,none
8.08,278,60,20,1401.0,5,0,5,CSE,5,67,True,high
8.88,87,187,35,1345.0,7,0,5,IT,6,65,True,high
9.63,225,70,6,1583.0,3,3,1,MECH,7,43,True,high
8.92,107,151,35,1307.0,5,3,4,ECE,7,76,True,high
5.78,245,190,24,1257.0,4,3,0,CIVIL,7,89,True,high
6.39,291,188,10,1628.0,7,3,0,CSE,7,28,True,high
7.11,158,150,43,1294.0,3,1,2,CSE,6,47,True,high
7.83,313,29,13,1265.0,6,1,0,EEE,8,35,True,high
8.37,75,187,44,800.0,1,2,1,IT,6,91,True,high
7.0,243,145,28,1140.0,7,1,3,CSE,6,7,True,high
8.01,96,95,9,1190.0,5,3,5,EEE,7,4,True,high
6.97,88,55,49,1265.0,5,3,2,MECH,7,95,True,high
7.13,214,52,47,1219.0,3,0,5,IT,6,93,True,high
6.25,288,6,4,1646.0,5,0,5,CSE,5,77,True,high
6.78,346,96,7,1206.0,4,2,5,CSE,5,46,True,high
6.31,263,196,45,1225.0,3,1,3,CSE,8,42,True,high
6.73,313,112,4,1439.0,3,3,0,ECE,5,9,True,high
8.96,139,124,23,1125.0,7,1,4,IT,7,9,True,high
6.76,93,199,39,1791.0,2,2,5,ECE,5,5,True,high
10.0,285,179,25,1601.0,6,0,1,IT,6,15,True,high
8.34,196,131,5,1108.0,6,3,5,MECH,6,59,True,high
8.0,55,161,15,1653.0,2,0,5,ECE,5,25,True,high
6.86,192,196,35,1705.0,7,3,0,CSE,5,20,True,high
8.57,277,160,11,1114.0,4,0,1,CSE,7,99,True,high
7.17,305,120,10,1109.0,1,0,0,CSE,6,57,True,mid
7.93,331,196,2,1247.0,5,2,5,CSE,7,40,True,high
10.0,109,37,43,1046.0,7,1,0,CSE,5,29,True,high
7.69,87,121,36,1205.0,0,0,0,CSE,8,4,True,mid
9.06,281,25,5,1300.0,5,3,2,ECE,8,9,True,high
7.03,348,128,18,1526.0,0,1,3,ECE,5,94,True,high
7.76,171,3,17,1420.0,7,1,4,CSE,8,10,True,high
9.75,53,38,15,1363.0,6,0,3,EEE,6,62,True,high
7.11,247,53,22,1279.0,4,0,3,ECE,7,6,False,none
9.79,143,160,42,1073.0,1,0,1,EEE,6,58,True,high
8.58,201,32,36,1548.0,1,1,2,EEE,7,11,True,high
7.18,287,199,8,1542.0,1,2,2,EEE,7,63,True,high
8.5,27,19,2,1246.0,2,0,0,IT,6,40,False,none
8.87,21,15,7,1125.0,4,1,3,CSE,7,59,True,high
8.48,189,148,37,1789.0,0,1,4,CSE,7,71,True,high
6.07,132,172,3,1462.0,1,3,1,CSE,7,27,True,high
7.0,255,126,11,1499.0,4,0,2,ECE,8,79,True,high
7.53,231,86,43,1510.0,5,2,0,CSE,8,62,True,high
7.72,60,81,30,1099.0,0,3,4,ECE,8,2,True,mid
8.48,80,61,24,1775.0,6,0,3,CSE,8,31,True,high
8.0,57,30,15,1299.0,2,3,4,EEE,6,20,True,high
6.33,28,41,41,1606.0,3,0,2,EEE,6,54,True,mid
8.22,271,11,13,1765.0,7,3,1,CSE,6,17,True,high
8.47,93,64,12,1420.0,7,2,3,ECE,8,52,True,high
8.42,164,72,40,1105.0,0,3,1,CIVIL,5,74,True,high
8.99,62,130,6,800.0,6,3,5,MECH,6,60,True,high
8.72,116,114,11,1390.0,6,3,4,CSE,5,49,True,high
8.31,313,136,36,1463.0,6,0,4,CIVIL,6,7,True,high
7.72,144,105,49,1255.0,5,0,0,CSE,6,11,True,mid
5.97,78,178,3,1434.0,0,2,3,ECE,7,50,True,low
8.27,20,15,1,1508.0,0,3,4,CSE,5,65,True,high
8.03,152,77,34,1648.0,3,1,2,IT,7,40,True,high
8.1,201,124,43,1343.0,1,3,5,CSE,8,21,True,high
6.4,78,130,2,1389.0,5,1,2,CSE,7,8,False,none
6.61,32,151,3,1355.0,6,1,1,IT,5,77,True,high
8.96,190,140,37,1408.0,3,3,5,ECE,8,78,True,high
7.76,302,129,11,1272.0,0,1,5,MECH,7,10,True,high
8.55,18,198,18,1271.0,5,1,2,CSE,5,12,True,high
7.83,280,111,9,1286.0,2,3,4,ECE,7,55,True,high
7.83,102,126,0,1439.0,0,0,2,IT,7,27,False,none
8.83,26,20,16,1188.0,2,3,3,ECE,6,88,True,high
7.23,163,146,15,1287.0,4,2,1,MECH,5,63,True,high
7.91,337,88,8,1852.0,2,1,5,IT,7,63,True,high
7.29,158,46,8,1624.0,0,2,3,EEE,7,69,True,high
7.32,276,149,8,1161.0,3,1,4,CSE,6,54,True,high
7.46,337,160,11,1616.0,0,0,4,CSE,7,36,True,high
8.04,115,159,40,1557.0,0,1,2,CSE,6,32,True,high
7.27,44,191,14,1374.0,4,3,0,ECE,7,24,True,high
9.18,128,84,1,1223.0,6,1,5,IT,6,22,True,high
6.82,23,166,10,1195.0,1,2,5,ECE,6,59,True,high
7.59,23,127,10,1456.0,0,3,0,IT,8,55,True,high
7.32,275,71,7,1188.0,4,2,4,MECH,7,62,True,high
9.39,149,41,31,1674.0,3,0,4,IT,6,7,True,high
8.02,303,8,5,1745.0,4,2,5,IT,6,16,True,high
8.94,128,24,19,1389.0,7,2,1,EEE,7,94,True,high
6.17,247,1,38,1685.0,4,2,5,CIVIL,8,89,True,high
8.09,43,18,34,1297.0,2,3,4,EEE,7,56,True,high
8.78,178,19,7,1221.0,1,0,4,EEE,7,74,True,mid
7.89,19,69,49,1675.0,1,0,1,EEE,8,61,True,mid
8.97,131,16,48,1795.0,5,0,3,EEE,7,93,True,high
7.23,154,123,42,1891.0,6,2,3,CSE,5,10,True,high
9.35,232,88,33,1483.0,3,3,1,ECE,7,66,True,high
10.0,266,195,18,1616.0,5,3,1,CSE,6,39,True,high
7.4,277,93,6,1478.0,6,3,3,CSE,7,39,True,high
7.31,13,83,30,1751.0,6,2,3,ECE,5,55,True,high
9.4,115,130,17,1508.0,4,0,3,CIVIL,6,52,True,high
9.54,94,86,39,1601.0,3,2,3,EEE,6,84,True,high
7.22,223,50,13,1116.0,6,3,5,CSE,5,98,True,high
7.34,130,81,38,1342.0,3,2,5,MECH,6,27,True,high
7.49,141,153,35,1603.0,1,1,2,IT,7,85,True,high
6.32,347,183,16,1581.0,1,0,1,MECH,6,41,True,high
6.79,206,191,36,1625.0,1,0,0,EEE,7,45,True,mid
6.7,28,7,43,1430.0,0,3,2,CSE,7,17,True,mid
6.96,139,164,8,1237.0,4,2,0,CSE,7,22,True,high
7.76,21,120,19,1385.0,7,3,0,ECE,7,25,True,high
8.06,90,154,44,1412.0,3,2,4,CSE,5,98,True,high
9.51,339,172,27,1460.0,4,1,1,CSE,6,28,True,high
6.7,271,3,49,1158.0,6,0,5,IT,8,51,True,high
8.88,134,85,19,1334.0,3,0,2,EEE,7,74,True,high
7.56,316,127,40,1378.0,3,2,1,CSE,7,45,True,high
